,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
5960,6057,Danville Community Health Center,,16 East Main Street,,Danville,OH,43014,740-399-8008,,,,,SA MH SUMH * OP * NRT NSC * AT CBT CFT EMDR IDD IPT TELE * LCCG * FQHC * MC MD MI PI SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CDM COOT DEC FPSY CM IPC SPS ES,40.45867841496063,-82.24888683307086
5961,6058,Family Life Counseling and ,Psychiatric Services,304 South Market Street,,Danville,OH,43014,740-599-2950,567-560-3582,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MHC * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY VRS CM SPS,40.45867841496063,-82.24888683307086
5962,6059,Behavioral Health Center,,700 East 1st Street,,Dayton,OH,45402,937-641-3000,,,,,MH * OP PHDT * OMH * CHLOR HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT TELE AIM * PVTN * MD MI PI SF * GL HV DV TRMA TBI PED PEFP PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD * AH * VAPN * CDM DEC FPSY SPS ES,39.76116633650126,-84.18482491732549
5963,6060,Changes at Beckett Springs,,7909 Schatz Pointe Drive,,Dayton,OH,45459,937-802-2150,,,,,SA MH SUMH * OP PHDT * PH * AT CBT CFT DBT GT IDD TELE AIM * PVTP * CLF CSBG MC MD MI PI SCJJ SF SI SMHA VAF * CO SED SMI * SMPD * CHLD YAD ADLT SNR * VAPN * COOT FPSY SPS ES,39.64641929879663,-84.16565197160048
5964,6061,Children Have Options in,Caring Environments Inc,1785 Big Hill Road,,Dayton,OH,45439,937-264-0084,,,,,MH * OP * OMH * CBT IPT TELE * PVTN * CLF MD SWFS * SMON * CHLD YAD * VAPN * TPC CM,39.69476459123712,-84.2165798798969
5965,6062,Dayton Childrens Hospital,,18 Childrens Plaza,,Dayton,OH,45404,937-641-3000,,,,,MH * HI * IPSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT AIM * CIT PEON WI * PVTN * MD MI PI SF * GL HV DV TRMA TBI PED PEFP PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD * AH * VAPN * CDM DEC FPSY SPS,39.782516991653786,-84.17079812163833
5966,6063,Dayton VA Medical Center,Mental Health,4100 West 3rd Street,,Dayton,OH,45428,937-268-6511 x3539,937-268-6511 x2188,,,,SA MH SUMH * HI OP RES * VAHC * HALOP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT ECT EMDR GT IDD IPT TELE * PEON WI * FED VAMC * MC MD MI PI SF SI VAF * TAY SE GL VET ADM CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT COOT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,39.7396973,-84.26501325
5967,6064,Eastway Corporation,Administrative Offices,600 Wayne Avenue,,Dayton,OH,45410,937-496-2000,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT GT IDD IPT TELE * CIT * PVTN * CLF MC MD PI SF SI * PA SS * SE CJ CO SMI * STU * MST LABT * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS SEMP CM IPC SPS,39.74962420124362,-84.16850885943877
5968,6065,Eastway Corporation,Northcutt Residential Treatment Center,4950 Northcutt Place,,Dayton,OH,45414,937-496-2020,,,,,SA MH SUMH * OP PHDT RES * RTCC * ANTPYCH * AT CBT CFT GT IDD IPT * PVTN * CLF MD PI SCJJ SEF SF SI SWFS * CO TRMA SED * STU * TBS MST LABT * SMON * CHLD * AH * VAPN * FPSY PRS CM IPC SPS ES,39.8263875,-84.19941602950192
5969,6066,Eastway Corporation,Webster Street Academy and Family Ctr,1110 Webster Street,,Dayton,OH,45404,937-463-2955,,,,,SA MH SUMH * OP PHDT * OMH * ANTPYCH * CBT CFT GT IDD IPT TELE * PVTN * CLF MD PI SCJJ SEF SF SI SWFS * CO SED * STU * LABT * SMON * CHLD * AH * VAPN * FPSY PRS CM SPS ES,39.782516991653786,-84.17079812163833
5970,6067,Eleanor Health Dayton,,5932 Springboro Pike,,Dayton,OH,45449,330-992-2606,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD PI SF * SS * GL * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY CM,39.66151116701299,-84.23936472337662
5971,6068,Family Service Association,,2211 Arbor Boulevard,,Dayton,OH,45439,937-222-9481,,,,,SA MH SUMH * OP * CMHC * RISPE ANTPYCH * CBT CFT EMDR GT IPT TELE AIM * PVTN * CLF CSBG FG MC MD MI OSF PI SF SI SMHA * DV TRMA PTSD * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS,39.69476459123712,-84.2165798798969
5972,6069,Fresh Start Behavioral Health Inc,,7030 North Main Street,,Dayton,OH,45415,937-247-9102,,,,,SA MH SUMH * OP * CMHC * HALOP LOXAP PROCH ARIPI BREXP CARIP ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTP * MHC * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * ACT AOT CDM COOT FPSY ICM IMR PRS CM IPC SPS,39.83469625358256,-84.25820192492212
5973,6070,Goodwill Easter Seals Miami Valley,,660 South Main Street,,Dayton,OH,45402,937-461-4800 x6360,937-528-6549,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ARIPI ASENA BREXP CARIP ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT EMDR GT IDD IPT TELE AIM * PVTN * CLF MD * CO * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * SEMP VRS CM,39.76116633650126,-84.18482491732549
5974,6071,Mahajan Therapeutics,Dayton,6300 North Main Street,,Dayton,OH,45415,937-275-1500,,,,,SA MH SUMH * OP * CBHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG MD SCJJ SF SMHA SWFS * TAY CO SED SMI * MST * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM CM ES,39.83469625358256,-84.25820192492212
5975,6072,Miami Valley Hospital,,1 Wyoming Street,,Dayton,OH,45409,937-208-8000,937-208-2032,937-208-2031,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT * PEON WI * PVTN * CLF MC MD MI OSF PI SF SI SMHA SWFS VAF * SE CO TRMA PTSD SMI * STU * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY ICM IMR PRS SH CM SPS ES,39.72714206818182,-84.18938434810606
5976,6073,National Youth Advocate Program Inc,Dayton Regional Office,1020 Woodman Drive,Suite 330,Dayton,OH,45432,937-253-0606,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTN * MC MD PI SMHA SWFS * STU * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY PRS TPC CM,39.7374484215736,-84.08595585609137
5977,6074,Nova Behavioral Health Inc,,732 Beckman Street,,Dayton,OH,45410,937-253-1680 x204,937-253-1680 x232,937-253-1680 x270,,,SA MH SUMH * OP RES * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT TELE * PEON * PVTN * MC MD SF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SMI * TBS LABT * SMPD * YAD ADLT SNR * AH * VPPD * COOT SH CM,39.74962420124362,-84.16850885943877
5978,6075,Nova Behavioral Health Inc,,136 Heid Avenue,,Dayton,OH,45404,937-253-1680 x204,937-253-1680 x232,937-253-1680 x270,,,SA MH SUMH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT TELE * PEON * PVTN * MC MD SF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SMI * TBS LABT * SMPD * YAD ADLT SNR * AH * VPPD * COOT SH CM,39.782516991653786,-84.17079812163833
5979,6076,Ohio MENTOR/Dayton,,1129 Miamisburg Centerville Road,Suite 201,Dayton,OH,45449,937-866-4021,937-866-4021 x20,937-866-4058 x10,,,MH * OP * OMH * ANTPYCH * CBT CFT GT IPT TELE * PEOFF * PVTP * MHC * MD * GL DV TRMA PTSD SED * SMON * CHLD * VAPN * FPSY TPC CM,39.66151116701299,-84.23936472337662
5980,6077,Recovery Defined LLC,,301 West 1st Street,,Dayton,OH,45402,513-228-6590,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT GT IDD IPT TELE AIM * PEON * PVTP * CLF MD OSF PI SF SI * TAY CO TRMA * HS * SMPD * YAD ADLT SNR * VPPD * COOT SH CM,39.76116633650126,-84.18482491732549
5981,6078,Recovery Works Healing Center LLC,,100 Elmwood Park Drive,,Dayton,OH,45449,937-384-0580,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * MD PI SF * SMI * LABT * SMPD * YAD ADLT SNR * VPPD * FPSY PRS CM,39.66151116701299,-84.23936472337662
5982,6079,Recovery Works Healing Center LLC,Lauren Confer Center,113 East Central Avenue,,Dayton,OH,45449,937-247-9015,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * MD PI SF * SED * LABT * SMPD * CHLD * VPPD * FPSY PRS CM,39.66151116701299,-84.23936472337662
5983,6080,Samaritan Behavioral Health,,601 South Edwin C Moses Boulevard,NW Building,Dayton,OH,45417,937-734-4336,937-734-4310,937-734-4311,,,SA MH SUMH * OP PHDT * CMHC * NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * WI * PVTN * CLF CMHG CSBG MC MD MI PI SF SMHA * CO TRMA TBI PTSD SED SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY PRS CM IPC SPS,39.753146584057966,-84.24417744444445
5984,6081,South Community Inc,,3095 Kettering Boulevard,,Dayton,OH,45439,937-293-8300 x1313,937-293-8300,,,,SA MH SUMH * OP PHDT * CMHC * NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF * PVTN * CLF CMHG MC MD PI SCJJ SF SMHA SWFS * PA SS * TAY SE GL VET CJ CO TRMA PTSD SED SMI * STU * MST * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY SEMP TPC CM IPC SPS,39.69476459123712,-84.2165798798969
5985,6082,South Community Inc,,1349 East Stroop Road,,Dayton,OH,45429,937-293-8300 x37088,937-293-8300,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP THIOT ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IPT TELE * CIT * PVTN * CLF CMHG CSBG MD OSF PI SEF SF SMHA SWFS * PA SS * TAY GL CO DV TRMA PEFP PTSD SED * STU * SMON * CHLD YAD * AH * VAPN * PRS CM SPS,39.687821252070485,-84.15796473973569
5986,6083,South Community Inc,Elbee Location,3155 Elbee Road,Suite 100,Dayton,OH,45439,937-293-8300,,937-258-4252,,,MH SUMH * OP PHDT * PH * ANTPYCH * AT CBT CFT GT IPT TELE * PVTN * CLF MD PI SF SI * TAY GL CO DV TRMA TBI PTSD SED SMI * SMON * CHLD YAD ADLT * VAPN * PRS CM,39.69476459123712,-84.2165798798969
5987,6084,Supportive Living Solutions,,310 Troy Street,,Dayton,OH,45404,937-531-7000,,,,,SA MH SUMH * OP * OMH * IDD TELE * PVTN * CLF MC MD PI SF SI * PA SS * CO SMI * STU * HS * SMPD * YAD ADLT SNR * AH * VPPD * FPSY PRS CM SPS,39.782516991653786,-84.17079812163833
5988,6085,TCN Behavioral Health Services Inc,,3085 Woodman Drive,Suite 300,Dayton,OH,45420,937-376-8700,,866-647-8700,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEOFF * PVTN * CLF MC MD MI PI SF * PA SS * CJ TRMA PED PTSD * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY CM SPS,39.71998952186788,-84.13337184077449
5989,6086,ViaQuest Psychiatric and Behavioral,Solutions LLC,7695 Poe Avenue,,Dayton,OH,45414,937-280-2000,855-289-1722,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MC MD MI PI SF SWFS VAF * TAY SE GL VET ADM MF CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * AH * VAPN * FPSY PRS CM SPS,39.8263875,-84.19941602950192
5990,6087,Harbor,,6825 State Route 66 North,,Defiance,OH,43512,419-475-4449,,,,,SA MH SUMH * OP * CMHC * CBT CFT TELE * PVTN * CSBG MC MD PI SF * PA SS * GL VET MF HV TRMA PTSD SMI * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT VRS CM,41.287812757404325,-84.35975948951747
5991,6088,Ohio Guidestone,,201 East 2nd Street,,Defiance,OH,43512,419-359-0336,419-740-5503,,,,SA MH * OP * OMH * ANTPYCH * AT CBT IDD IPT TELE * CIT PEOFF * PVTN * MC MD PI SF SI * SS * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY PRS CM SPS,41.287812757404325,-84.35975948951747
5992,6089,ProMedica Defiance Regional Hospital,Coping Center,1200 Ralston Avenue,,Defiance,OH,43512,419-783-6957,,419-783-4403,,,MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ OLANZF QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEON WI * PVTN * MC MD PI SF SI SWFS * STU * MST LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY LAD PRS IPC SPS ES,41.287812757404325,-84.35975948951747
5993,6090,Mid Ohio Psychological Services,,106A Stover Drive,,Delaware,OH,43015,740-687-0042,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTN * FQHC * MD PI SCJJ SEF SF SI SMHA SWFS * CJ * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY CM,40.293398371820956,-83.06806973916582
5994,6091,Southeast Healthcare,,824 Bowtown Road,,Delaware,OH,43015,740-695-7795,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON * PVTN * FQHC * CLF MC MD MI PI SF SI SWFS * PA SS * SMI * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * ACT CDM COOT DEC LAD CM IPC,40.293398371820956,-83.06806973916582
5995,6092,Nationwide Childrens Hospital,Behavioral Health Services,5675 Venture Drive,,Dublin,OH,43017,614-355-8080,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * CLF CMHG MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * FPSY CM SPS,40.10445970859896,-83.12090404077094
5996,6093,Syntero,Dublin Counseling Center,299 Cramer Creek Court,,Dublin,OH,43017,614-889-5722,614-889-5722 x133,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PVTN * CLF CMHG CSBG MC MD MI PI SF * PA SS * SE GL * STU * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT PRS CM SPS,40.10445970859896,-83.12090404077094
5997,6094,ViaQuest Psychiatric and Behavioral,Solutions LLC,525 Metro Place North,Suite 100,Dublin,OH,43017,855-289-1722,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MC MD MI PI SF SWFS VAF * TAY SE GL VET ADM MF CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * AH * VAPN * FPSY PRS CM SPS,40.10445970859896,-83.12090404077094
5998,6095,Crossroads Health,Willoughby,35104 Euclid Avenue,Suite 300,Eastlake,OH,44095,440-497-1977,,440-255-1700,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY GL MF CO TRMA PED PTSD SED * SMON * CHLD YAD * AH SP * VAPN * PRS CM,41.64861603751891,-81.4491473816944
5999,6096,CAA Health Behavioral Health and,Behavioral Health Services,16494 Saint Clair Avenue,,East Liverpool,OH,43920,330-386-7870,,,,,SA MH SUMH * OP * OMH * HALOP LOXAP CLOZA RISPE ANTPYCH * CBT CFT IDD IPT TELE AIM * PVTN * FQHC * CSBG FG ITU MC MD MI PI SF SI VAF * SS * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY CM SPS,40.65731091666667,-80.58254368968825
6000,6097,CAA of Columbiana County,,16480 St Clair Avenue,,East Liverpool,OH,43920,330-386-7870,330-386-7777,,,,SA MH SUMH * OP * OMH * HALOP LOXAP RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * FQHC * CSBG FG ITU MC MD MI PI SF SI VAF * SS * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CDM COOT FPSY CM IPC SPS ES,40.65731091666667,-80.58254368968825
6001,6098,Care Clinic,,49190 Calcutta Smith Ferry Road,Office 1,East Liverpool,OH,43920,844-782-6963,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI RISPE NRT ANTPYCH * IDD TELE * PVTP * PI SF * YAD ADLT SNR,40.65731091666667,-80.58254368968825
6002,6099,Columbiana County MH Center,,15613 Pineview Drive,Suite A,East Liverpool,OH,43920,330-386-9004,330-424-9573 x266,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY CJ CO TRMA PTSD SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY SEMP SH CM SPS ES,40.65731091666667,-80.58254368968825
6003,6100,East Liverpool City Hospital,,425 West 5th Street,,East Liverpool,OH,43920,330-386-3590,,330-385-7200,,,MH SUMH * HI * IPSY * FLUPH HALOP PERPH ARIPI ASENA CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IDD IPT * CIT PEON WI * PVTN * MC MD PI SF * SE * STU * TCC * SMON * ADLT SNR * AH * VAPN * ACT DEC CM IPC SPS ES,40.65731091666667,-80.58254368968825
6004,6101,Louis Stokes VA Medical Center,East Liverpool CBOC,15655 State Route 170,Suite A,East Liverpool,OH,43920,330-386-4303 x1813,330-386-4303,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MC MD MI PI SF VAF * PA * SE GL VET ADM MF CO HV DV TRMA TBI ALZ PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,40.65731091666667,-80.58254368968825
6005,6102,On Demand Counseling,,658 Walnut Street,Suite 3,East Liverpool,OH,43920,330-932-0157,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT DBT EMDR GT IPT TELE * PVTP * MC MD MI PI SF * SS * STU * MST LABT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM IPC SPS,40.65731091666667,-80.58254368968825
6006,6103,On Demand Counseling,East Liverpool,15898 Saint Clair Avenue,Suite 1,East Liverpool,OH,43920,330-270-8610,,,,,SA MH SUMH * OP * OMH * NRT NSC * CFT GT IPT TELE * PVTP * MC MD MI PI SF * PTSD * STU * MST LABT * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY IPC SPS,40.65731091666667,-80.58254368968825
6007,6104,Darke County Recovery Services,DBA Recovery and Wellness Centers,228 North Barron Street,,Eaton,OH,45320,937-456-7694,937-423-3432,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IDD IPT TELE * PVTN * CLF CMHG MC MD MI PI SF SI SMHA SWFS VAF * SS * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM,39.74230504467533,-84.65644276675324
6008,6105,Reid Outpatient Behavioral Health,,550 Hallmark Drive,,Eaton,OH,45320,765-983-3298,,,,,MH * OP * OMH * TELE * PVTN * MC MD MI PI SI * VET ADM ALZ PTSD * STU * SMON * YAD ADLT SNR * VAPN,39.74230504467533,-84.65644276675324
6009,6106,Samaritan Behavioral Health Preble Co ,,2172-A U.S. Route 127,,Eaton,OH,45320,937-456-1915,937-734-4310,937-734-4311,,,MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI PI SF SMHA * CO TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY PRS SH CM SPS,39.74230504467533,-84.65644276675324
6010,6107,Ohio Mentor,Elyria,1530 West River Road North,Suite 300,Elyria,OH,44035,440-657-5658,,,,,MH * OP * OMH * ANTPYCH * CBT CFT GT IPT TELE * PEOFF * PVTP * MHC * MD * GL DV TRMA PTSD SED * SMON * CHLD * SP * VAPN * FPSY TPC CM,41.37796657727975,-82.09926968276662
6011,6108,Pathways Counseling and Growth Ctr,,312 3rd Street,,Elyria,OH,44035,440-323-5707,,,,,MH * OP * OMH * AT CBT CRT CFT DBT IPT TELE * PVTN * CLF MC MD PI SCJJ SF SI SMHA SWFS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY,41.37796657727975,-82.09926968276662
6012,6109,DeCoach Rehabilitation Centre,,302 West Main Street,,Fairborn,OH,45324,937-281-4673,513-448-1117,,,,SA MH SUMH * OP PHDT * PH * NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON * PVTP * CLF CMHG CSBG MC MD PI SF SI SMHA * PA * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * DEC FPSY PRS CM IPC SPS ES,39.8084757006105,-84.01200581257632
6013,6110,Mindfully LLC,,1251 Nilles Road,Suite 5,Fairfield,OH,45014,513-939-0300,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTP * MC MD MI PI SF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PTSD SED SMI * PEER * SMOP * CHLD YAD ADLT SNR * AH * VAPP,39.33026319525582,-84.54806449804651
6014,6111,NewPath Child and Family Solutions,,6975 Dixie Highway,,Fairfield,OH,45014,513-887-2100,513-741-3100,,,,SA MH SUMH * OP * OMH * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IPT TELE AIM * CIT * PVTN * CLF MC MD PI SF SMHA * SS * TAY CO TRMA PTSD SED SMI * STU * MST LABT * SMON * CHLD YAD ADLT * AH * VAPN * FPSY PRS CM SPS ES,39.33026319525582,-84.54806449804651
6015,6112,Blanchard Valley Hospital,,1900 South Main Street,,Findlay,OH,45840,419-423-4500,,,,,MH SUMH * HI * IPSY * HALOP ARIPI CLOZA OLANZ QUETI RISPE NRT NSC ANTPYCH * AT GT * PEON * PVTN * MC MD MI PI SF SI SMHA * SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY LAD IPC SPS,41.04668675712521,-83.64363064341022
6016,6113,Lutheran Social Services,Findlay Office,1701 Tiffin Avenue,,Findlay,OH,45840,419-422-7917,,,,,SA MH * OP * OMH * CBT CFT EMDR IPT TELE * PVTN * MC MD MI PI SF VAF * SS * SMOP * CHLD YAD ADLT SNR * AH * VAPP * ACT CDM,41.04668675712521,-83.64363064341022
6017,6114,Ohioguidestone,,1624 Tiffin Avenue,Suite D,Findlay,OH,45840,419-422-7800,419-740-5503,,,,SA MH SUMH * OP PHDT * OMH * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTN * CLF MD PI SF SI * SS * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT CM,41.04668675712521,-83.64363064341022
6018,6115,Spero Health,,1645 Tiffin Avenue,Suite A,Findlay,OH,45840,419-745-9852,,,,,PVTP * PA * SMPD * VPPD,41.04668675712521,-83.64363064341022
6019,6116,Access Counseling Services LLC,,4464 South Dixie Highway,,Franklin,OH,45005,513-649-8008 x26,513-649-8008 x24,513-649-8008 x21,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PEON * PVTP * CLF MC MD MI PI SCJJ SF SI SMHA SWFS VAF * SS * STU * HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY CM SPS,39.55254873881624,-84.32274145375087
